postcode,nil,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)"
4357,20,7,25,33,92,45,77,69,68,74,53,50,57,38,19,18,4,4,5,4,3
4358,15,8,12,8,39,34,62,53,69,57,32,49,92,61,22,12,6,7,3,3,0
4359,3,0,6,6,24,19,31,31,43,44,25,19,41,33,12,5,3,9,3,6,0
4360,3,0,5,8,17,8,22,15,20,19,21,16,18,14,3,4,0,5,0,0,0
4361,16,11,21,32,108,51,104,90,80,89,41,54,64,38,19,13,8,11,6,7,0
4362,20,9,18,30,91,56,101,81,88,66,45,38,71,40,17,6,6,12,0,0,4
4363,0,0,3,3,11,13,18,16,19,17,14,13,21,9,4,10,0,0,5,0,0
4364,0,0,0,3,5,3,3,5,10,5,5,6,6,9,0,4,0,0,0,3,0
4365,5,8,4,13,16,13,36,20,14,9,9,5,9,5,6,3,0,0,0,0,0
4370,80,62,169,222,633,394,800,570,651,603,388,380,553,262,139,95,32,32,21,22,5
4371,6,8,13,10,24,8,38,27,21,26,18,6,14,10,3,5,0,0,0,0,0
4372,0,0,0,0,4,5,7,6,12,9,0,0,9,3,0,0,0,0,0,0,0
4373,5,6,17,7,32,25,46,31,31,26,20,19,28,3,4,5,0,0,0,0,0
4374,11,0,3,0,17,12,15,19,15,6,10,4,10,7,3,0,0,0,0,0,0
4376,0,3,0,3,20,3,8,12,21,7,6,7,6,0,0,0,0,0,0,0,0
4378,0,4,3,0,27,15,22,13,23,15,6,15,14,7,0,3,0,0,0,4,0
4381,5,4,3,3,30,9,35,13,29,15,14,11,12,9,5,3,0,0,0,0,0
4382,4,4,6,0,9,8,22,21,22,22,12,7,6,8,4,5,0,0,0,0,0
4384,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4387,12,7,12,18,44,27,44,41,46,45,26,19,33,13,10,3,0,0,0,0,0
4388,3,6,4,5,23,7,18,6,25,5,8,9,5,0,0,4,0,0,0,0,0
4390,16,8,26,45,128,82,148,151,194,184,137,163,275,144,76,51,16,26,22,17,8
4400,10,8,8,17,44,28,64,50,58,62,45,45,75,38,24,7,0,5,5,3,0
4401,17,17,28,49,134,82,195,167,185,159,115,108,179,79,61,35,11,14,0,7,5
4402,3,3,4,4,15,7,18,11,15,8,9,5,3,0,0,0,0,0,0,0,0
4403,3,0,9,4,18,11,29,16,25,23,21,16,25,9,4,14,0,4,0,3,0
4404,0,0,4,3,8,3,5,17,22,14,17,10,21,16,5,7,0,0,0,0,0
4405,38,42,68,152,334,234,387,359,427,376,278,298,548,310,162,123,57,45,31,30,0
4406,19,3,8,8,37,21,39,45,61,41,23,27,29,6,14,11,0,0,4,3,0
4407,0,0,3,3,11,9,15,5,27,15,8,16,17,16,6,7,0,0,3,0,0
4408,11,0,10,8,20,13,22,21,14,23,13,9,22,13,5,5,0,0,0,0,0
4410,11,5,17,13,53,21,54,28,41,29,23,21,27,18,3,3,0,4,6,4,0
4411,0,4,4,0,10,0,9,3,3,13,10,7,13,4,0,3,0,3,0,5,0
4412,0,0,0,5,6,11,5,7,3,7,3,5,5,3,0,0,0,0,0,0,0
4413,35,20,39,65,176,109,194,165,193,166,135,148,302,151,80,70,46,29,21,23,3
4415,16,7,8,24,59,31,54,47,54,59,33,27,57,42,20,15,11,9,3,6,0
4416,4,0,0,0,5,3,6,8,16,17,10,13,17,8,3,4,0,3,0,4,0
4417,5,0,4,24,13,19,31,21,16,17,18,11,16,12,3,4,4,6,0,0,3
4418,0,0,4,0,3,0,6,0,4,5,0,4,5,5,0,0,0,0,0,0,0
4419,11,0,7,4,7,11,18,23,26,21,17,22,39,18,3,9,0,4,0,9,0
4420,5,4,7,10,30,20,37,20,41,23,23,16,37,23,12,17,3,3,0,0,0
4421,15,8,46,47,104,57,102,75,69,61,30,21,35,22,12,12,0,4,3,5,0
4422,7,0,5,0,15,9,15,14,15,13,16,3,8,5,7,3,0,0,0,0,0
4423,0,0,0,0,6,0,5,3,13,0,4,0,3,0,5,0,0,0,0,0,0
4424,0,0,0,0,13,7,5,9,3,6,3,6,3,9,0,5,0,0,0,0,0
4425,0,0,0,0,4,4,7,6,7,8,3,4,9,4,0,0,0,0,0,0,0
4426,0,0,0,3,4,3,3,3,5,4,0,0,0,3,0,0,0,0,0,0,0
4427,3,5,6,0,16,0,4,10,16,7,11,3,10,0,3,0,0,0,5,0,0
4428,9,3,11,11,15,10,21,13,23,17,12,8,19,14,7,9,0,3,0,8,0
4454,11,5,9,8,20,9,20,20,12,23,22,15,23,11,11,7,0,6,0,3,0
4455,33,18,58,74,145,104,175,157,225,211,206,176,348,194,147,84,34,33,29,31,5
4461,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0
4462,3,0,5,0,4,5,6,6,7,6,3,0,0,0,0,0,0,0,0,0,0
4465,11,6,12,19,34,27,32,41,37,32,17,17,31,20,8,7,4,3,9,4,0
4467,0,4,3,3,6,9,9,8,6,9,0,0,0,3,0,0,0,0,0,4,0
4468,0,0,3,8,15,6,6,10,12,8,3,6,8,0,4,0,0,0,0,4,3
4470,23,6,24,46,120,54,98,107,94,91,55,76,132,79,40,20,6,15,0,9,0
4472,15,3,15,22,71,26,56,40,56,48,19,25,32,20,9,8,0,3,0,3,0
4474,4,0,3,0,0,3,5,5,3,0,0,0,3,0,0,0,0,0,0,0,0
4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4477,9,5,5,8,25,11,14,8,21,14,6,4,7,8,7,0,0,0,0,0,0
4478,4,0,8,8,24,5,18,12,32,15,3,4,12,6,5,0,0,3,3,0,0
4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4480,5,7,5,9,13,9,30,21,16,25,11,17,31,14,7,9,0,0,0,3,0
4481,5,0,0,6,0,0,0,0,5,0,3,9,4,5,0,0,0,0,0,0,0
4482,0,0,3,0,4,0,5,0,3,0,5,4,4,3,0,0,0,0,0,0,0
4486,8,0,5,11,20,11,22,13,30,18,14,11,19,10,3,8,0,6,0,0,0
4487,14,9,22,39,73,56,69,79,85,86,70,76,115,56,36,21,12,8,0,9,0
4488,9,0,9,0,3,8,8,7,8,9,5,9,3,3,0,0,0,0,0,0,0
4489,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0
4490,14,11,24,40,67,32,61,49,43,46,20,22,29,17,10,14,3,4,0,0,0
4491,0,0,0,0,6,3,3,4,8,4,0,0,5,0,0,0,0,0,0,0,0
4492,0,0,0,0,5,0,7,9,11,11,4,10,10,4,8,0,4,4,0,0,0
4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4494,0,0,3,3,0,0,5,9,6,6,3,4,5,4,0,0,0,0,0,0,0
4496,0,0,3,0,0,5,9,14,11,4,4,4,8,4,3,0,0,0,0,0,0
4497,0,0,0,3,4,5,9,11,10,4,7,8,9,9,0,0,0,5,0,3,0
4498,0,0,0,0,5,0,0,3,11,5,0,3,16,6,0,4,0,0,0,0,0
4500,107,56,144,193,551,461,821,833,1143,1098,1024,975,1950,1196,760,489,236,203,161,96,12
4501,21,14,36,53,150,94,182,201,221,170,140,128,203,116,64,34,17,7,12,4,0
4502,32,10,43,44,105,88,129,209,250,255,213,183,432,271,154,80,43,36,19,8,3
4503,126,69,180,258,694,640,1076,1085,1366,1341,1185,1081,1955,1130,595,350,186,141,102,41,17
4504,45,22,33,74,122,153,279,284,428,431,411,443,815,571,359,204,134,93,67,27,5
4505,67,49,83,148,451,369,590,442,552,519,438,420,824,484,304,189,127,87,78,35,6
4506,75,25,88,136,377,323,604,592,737,666,503,477,790,409,248,106,80,53,47,19,8
4507,96,77,159,277,863,541,1021,685,708,536,350,299,430,233,161,115,51,53,30,37,6
4508,72,30,116,164,453,376,679,581,668,539,429,367,595,327,152,92,38,28,18,20,3
4509,92,29,58,105,253,283,442,462,681,744,695,682,1367,886,573,387,202,179,141,66,4
4510,173,87,328,476,1199,927,1557,1377,1613,1454,1044,940,1436,736,439,265,108,82,77,37,13
4511,44,18,38,60,256,168,416,304,309,265,191,179,271,147,95,49,23,18,13,10,3
4512,10,15,11,11,43,24,60,62,75,71,48,57,124,95,71,34,21,15,14,11,0
4514,29,21,37,43,147,102,166,140,193,172,134,139,236,117,72,52,23,14,9,6,0
4515,18,8,34,38,144,54,144,122,125,96,90,96,137,72,38,25,11,9,12,11,0
4516,11,5,17,5,34,29,71,62,74,93,75,91,149,100,61,50,30,17,10,7,3
4517,0,0,5,8,27,15,30,13,16,20,12,11,31,23,9,9,0,3,0,0,0
4518,5,10,25,27,99,65,158,123,167,163,118,105,209,100,60,50,16,21,16,5,0
4519,33,8,48,71,194,124,238,234,282,246,191,179,307,171,81,49,24,21,20,9,4
4520,33,24,34,39,127,76,156,198,226,226,183,192,433,352,269,282,197,181,174,133,20
4521,14,10,18,21,74,34,83,81,112,102,89,105,176,153,97,75,35,42,32,14,0
4550,19,7,25,50,63,77,119,116,133,118,109,102,139,87,48,33,21,9,5,10,0
4551,194,103,234,412,1263,973,1710,1385,1664,1459,1136,1019,1804,1153,595,450,217,190,162,98,16
4552,42,40,70,94,330,214,352,321,337,256,159,154,250,157,65,79,29,40,22,22,3
4553,20,15,32,35,98,66,117,113,155,139,121,102,219,154,97,54,33,26,22,20,3
4554,9,0,17,13,37,24,45,41,52,48,31,30,63,44,27,10,8,14,13,3,0
4555,23,19,36,39,120,85,161,176,220,180,127,159,263,152,96,63,29,37,18,17,8
4556,152,67,231,292,1023,648,1152,957,1118,1073,856,833,1505,961,625,475,283,249,241,136,23
4557,46,25,73,85,203,170,289,297,419,403,328,321,602,407,253,174,85,78,64,39,7
4558,54,31,112,169,447,324,480,459,528,450,324,287,464,257,141,111,28,37,31,23,0
4559,14,8,31,38,105,88,143,114,168,154,104,105,219,157,89,59,40,27,24,14,6
4560,120,70,184,264,832,569,1066,904,1031,941,697,658,1094,622,331,200,79,78,56,42,16
4561,30,16,36,52,97,93,183,145,192,189,174,140,250,173,112,66,23,26,29,9,3
4562,52,18,54,44,122,101,187,195,225,219,169,153,301,173,91,86,47,36,38,29,7
4563,41,10,75,68,216,138,276,226,305,245,200,175,270,165,79,67,40,24,26,10,0
4564,33,26,65,63,189,140,298,256,376,338,212,220,334,199,115,87,41,48,26,27,5
4565,66,32,124,169,479,302,546,459,531,465,318,284,418,240,122,86,28,30,24,19,3
4566,55,28,58,70,238,185,269,221,288,237,184,155,250,166,85,91,33,48,37,32,3
4567,63,28,64,88,201,157,263,271,310,269,249,203,382,204,155,135,81,85,58,79,11
4568,10,14,27,41,85,57,117,119,129,95,100,72,101,60,39,20,11,3,8,3,0
4569,0,8,18,9,46,42,62,60,63,59,34,31,49,21,12,9,5,0,0,0,0
4570,188,131,372,504,1535,958,1751,1390,1499,1256,838,769,1068,591,308,201,80,70,47,52,8
4571,3,4,6,18,30,18,38,25,33,27,10,13,19,14,6,4,0,3,3,3,0
4572,0,10,9,18,38,17,31,43,51,51,39,29,90,57,43,35,10,26,25,19,4
4573,104,49,133,188,451,374,658,582,773,777,593,532,951,544,339,268,132,105,101,73,4
4574,7,4,18,14,43,32,49,45,54,42,31,25,38,21,4,8,5,6,0,3,0
4575,98,51,118,197,529,386,621,540,641,572,462,438,752,506,355,276,148,148,101,87,7
4580,31,16,38,87,304,168,393,198,183,133,51,43,62,27,10,14,7,8,3,3,0
4581,10,10,14,19,49,24,47,41,61,42,33,22,45,14,4,10,3,3,4,4,9
4600,0,4,13,16,54,14,54,28,19,29,22,20,19,6,3,4,0,3,0,0,0
4601,10,7,8,17,50,35,51,38,44,35,15,18,22,12,0,3,5,0,0,0,0
4605,4,19,65,67,152,98,184,151,152,140,72,57,98,42,23,16,3,0,4,3,0
4606,9,6,18,38,103,55,123,82,78,74,49,34,63,38,7,4,3,7,0,3,0
4608,0,0,15,10,49,20,37,23,20,28,12,15,24,21,17,3,0,0,0,6,0
4610,74,34,118,141,485,273,569,450,472,435,324,260,474,251,135,117,46,29,31,18,3
4611,0,0,3,4,3,0,8,6,6,0,4,0,4,0,0,0,0,0,0,0,0
4612,3,0,3,5,18,8,14,13,8,8,0,3,0,0,0,4,0,0,0,0,0
4613,7,4,15,14,49,20,52,28,33,19,9,8,9,4,0,0,0,3,0,3,0
4614,14,8,12,14,64,25,76,50,46,20,17,15,20,12,0,4,5,0,0,0,0
4615,34,23,74,89,362,146,388,261,219,185,113,96,134,75,44,29,13,17,10,9,3
4620,0,3,4,10,20,14,21,15,15,9,5,3,6,5,3,0,0,0,0,0,0
4621,12,4,18,41,103,41,111,70,53,37,18,27,47,9,6,5,10,4,0,0,0
4625,19,9,23,28,89,54,98,80,83,78,57,50,79,43,21,6,4,7,0,3,0
4626,14,4,16,30,55,33,60,69,77,62,36,38,51,30,7,12,4,0,3,3,0
4627,8,3,6,4,23,16,32,22,23,22,13,12,15,7,3,6,0,0,0,5,0
4630,12,16,28,42,128,55,80,73,84,61,38,45,57,24,16,11,8,6,0,8,0
4650,179,111,328,477,1400,716,1508,1125,1232,978,602,574,811,410,219,142,63,58,36,30,5
4655,274,187,499,749,2202,1398,2936,1950,2233,1714,1058,927,1502,758,404,296,151,98,90,73,10
4659,36,16,39,72,232,103,311,174,171,129,63,75,91,34,17,5,3,0,4,3,0
4660,42,39,79,100,303,158,423,247,260,203,126,103,154,68,49,26,10,20,7,13,0
4662,0,0,8,11,44,16,30,23,24,15,6,0,18,14,0,0,4,0,0,0,5
4670,307,210,654,867,2658,1627,3217,2488,2648,2242,1599,1406,2227,1178,673,446,184,190,121,123,18
4671,41,26,75,89,286,134,313,187,192,137,82,83,131,52,27,25,9,10,0,4,0
4673,0,5,14,6,32,14,24,20,25,18,9,14,14,6,4,0,0,0,0,0,0
4674,24,16,18,26,83,41,74,41,51,33,22,25,28,9,0,7,6,3,3,0,0
4676,3,0,6,5,8,3,7,8,5,0,0,0,3,0,0,0,0,0,0,0,0
4677,32,21,33,44,101,71,133,112,106,91,56,66,88,46,25,25,23,10,10,12,0
4678,3,3,15,9,27,17,45,27,32,22,13,19,29,20,9,8,0,7,5,0,0
4680,248,134,282,373,799,620,967,875,1053,1066,935,952,2266,1382,901,927,461,388,342,185,15
4694,3,0,0,4,5,4,9,4,0,5,8,8,11,4,3,0,0,0,0,0,0
4695,12,4,8,16,27,12,37,19,19,26,15,27,39,19,8,17,5,4,7,0,0
4697,0,0,3,0,4,0,6,6,7,3,3,5,3,0,0,0,0,0,0,0,0
4699,0,0,0,5,9,5,14,14,11,13,7,11,9,15,7,0,0,3,0,0,0
4700,69,39,120,203,488,318,455,420,435,396,355,307,496,331,187,176,65,75,74,52,9
4701,147,104,278,409,1138,730,1214,1084,1211,1092,905,868,1602,931,557,385,180,165,124,85,11
4702,123,79,193,200,584,369,690,597,768,696,555,560,979,583,357,213,107,110,68,65,17
4703,90,60,136,172,465,297,580,426,584,483,396,426,680,471,284,223,119,119,63,56,7
4704,0,0,3,0,0,4,4,0,5,3,3,6,6,0,5,0,0,0,0,0,0
4705,5,0,0,4,0,7,8,11,13,11,10,3,10,3,5,0,3,3,0,0,0
4706,0,0,0,0,14,5,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0
4707,0,0,0,0,15,3,13,10,7,3,4,0,8,7,0,5,0,0,0,0,0
4709,0,0,0,0,4,0,0,3,6,11,9,10,45,21,20,59,43,23,6,4,0
4710,22,12,31,64,139,104,163,153,146,118,89,73,153,74,46,31,18,11,11,18,0
4711,7,6,9,9,4,16,33,21,25,33,34,32,76,45,44,31,18,6,5,6,0
4712,0,0,4,3,10,0,6,3,14,9,3,0,10,8,0,4,0,0,0,3,0
4713,0,3,26,11,27,20,27,26,19,23,3,4,14,0,0,0,0,0,0,0,0
4714,21,13,53,67,173,57,152,102,109,78,47,44,50,30,13,8,8,0,0,4,0
4715,25,20,33,49,104,74,113,118,139,139,128,139,341,194,140,119,59,54,43,26,7
4716,5,0,8,6,17,7,24,20,22,26,16,25,25,25,18,10,3,3,7,0,0
4717,8,7,21,27,39,23,41,35,54,76,78,123,259,109,98,121,66,41,32,26,0
4718,9,4,25,17,29,20,54,50,55,44,36,47,109,56,39,48,15,21,12,10,3
4719,11,4,4,13,28,14,37,28,40,31,22,19,30,16,8,6,0,4,8,3,0
4720,44,26,43,45,93,89,143,166,264,299,276,289,576,386,225,209,115,109,99,36,6
4721,22,16,7,24,57,29,68,57,100,76,57,61,141,82,46,47,25,23,7,12,3
4722,3,8,0,7,15,14,14,8,32,31,24,30,47,27,17,18,3,11,5,9,4
4723,0,3,12,10,16,10,14,25,42,20,27,26,68,34,16,12,12,7,7,5,0
4724,3,3,4,3,13,8,13,21,25,15,10,9,20,10,3,6,3,6,0,4,0
4725,10,3,6,14,48,21,45,35,43,48,27,45,45,33,17,17,5,4,3,3,0
4726,0,0,7,8,17,8,13,14,11,11,7,11,6,7,3,8,0,0,4,0,0
4727,7,0,4,0,6,8,8,4,9,5,6,3,13,5,3,0,0,0,0,0,0
4728,0,0,4,5,7,3,5,10,5,4,6,4,3,3,0,0,0,0,0,0,0
4730,14,7,23,38,66,44,76,90,104,98,80,72,129,64,42,30,5,8,3,14,0
4731,4,7,0,6,11,0,8,8,11,4,0,5,5,4,3,0,0,0,0,0,0
4732,4,0,4,9,5,4,9,5,5,0,0,0,6,0,0,0,0,0,0,0,0
4733,5,0,3,0,5,0,3,0,6,8,0,4,5,6,5,4,0,0,0,0,0
4735,0,5,4,12,36,23,27,11,28,46,16,19,34,19,0,7,4,0,6,6,0
4736,0,0,0,0,4,0,0,3,8,0,0,7,0,5,0,0,0,0,0,0,0
4737,42,22,54,64,160,97,188,173,198,180,173,143,278,167,116,85,37,48,20,12,0
4738,6,6,14,11,29,16,19,28,22,35,23,20,42,15,24,11,7,4,4,5,0
4739,5,5,5,4,24,3,10,10,12,9,0,8,15,9,0,0,0,0,0,0,0
4740,327,197,536,680,1575,1147,1670,1630,1983,1874,1556,1478,2981,1905,1258,878,461,443,362,213,29
4741,48,15,48,40,150,76,174,134,193,152,100,135,257,127,88,69,38,46,18,20,8
4742,4,4,5,4,8,15,15,9,22,23,25,27,36,20,11,9,5,9,7,7,0
4743,0,0,0,0,0,0,0,3,8,5,7,6,39,16,16,13,14,9,4,4,0
4744,13,7,19,21,43,28,50,67,94,127,118,138,415,228,157,281,165,122,85,66,3
4745,0,4,5,13,28,16,27,28,35,35,49,59,161,71,33,71,30,19,24,10,0
4746,6,0,0,0,5,3,5,5,18,28,19,32,120,55,24,61,25,23,17,17,5
4750,17,4,24,22,71,73,106,112,119,103,107,103,268,168,108,69,36,28,18,3,0
4751,20,13,20,19,61,40,74,76,112,96,101,99,180,135,80,57,27,30,23,4,4
4753,11,4,16,12,43,34,56,51,66,87,76,99,190,122,83,50,26,28,20,8,0
4754,7,4,11,16,38,37,56,31,49,42,43,42,90,61,18,21,14,6,10,0,0
4756,5,0,7,10,25,11,22,9,20,18,15,16,17,5,3,3,3,3,0,0,0
4757,4,0,6,3,10,11,14,12,9,13,5,4,14,5,5,0,0,0,0,0,0
4798,0,3,10,8,25,12,22,11,25,27,8,10,15,9,7,9,0,0,0,4,0
4799,8,0,12,11,38,16,30,30,25,27,16,15,20,12,3,5,3,0,0,0,0
4800,44,21,63,83,179,132,258,195,293,263,177,203,292,186,117,79,26,23,19,17,5
4802,24,15,37,49,122,108,179,206,216,216,178,169,328,177,88,68,35,44,19,18,5
4803,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,0
4804,4,10,28,26,73,26,50,45,39,38,40,31,44,29,19,19,9,4,3,3,4
4805,41,31,93,133,313,199,340,261,293,273,162,179,334,175,106,89,45,31,28,19,9
4806,15,10,24,45,111,76,136,108,133,118,76,77,128,67,44,26,11,11,3,10,0
4807,33,25,76,113,266,160,331,246,337,311,223,216,371,217,134,72,43,33,33,20,3
4808,10,0,0,4,30,10,35,32,52,35,19,27,50,29,14,6,3,0,0,3,0
4809,5,9,3,9,38,14,36,29,37,37,19,32,36,20,10,0,4,0,0,4,0
4810,81,51,145,199,422,292,390,423,482,390,309,279,561,360,242,216,111,126,102,105,11
4811,46,12,68,73,207,152,280,278,308,290,258,242,460,322,199,134,70,64,59,26,7
4812,92,60,176,221,584,383,557,564,617,541,428,345,584,397,224,165,72,71,62,24,4
4814,179,100,278,363,808,637,936,936,1158,1123,987,947,1695,1093,682,489,234,212,134,113,13
4815,84,41,133,154,403,359,567,557,628,611,456,401,710,451,227,120,50,42,30,16,0
4816,49,30,99,75,255,116,275,244,242,248,135,142,242,154,103,75,17,39,14,20,3
4817,101,50,135,200,421,346,610,646,802,821,710,695,1263,871,487,327,134,105,78,35,3
4818,98,38,95,112,281,273,507,510,681,770,698,660,1264,833,456,270,112,101,53,47,4
4819,10,8,38,38,90,50,107,93,87,76,41,24,66,28,19,17,6,4,4,10,0
4820,58,34,93,135,288,173,358,247,286,254,203,164,288,180,108,73,26,32,19,11,3
4821,12,9,15,23,36,13,39,36,42,41,23,37,43,23,9,4,0,11,0,3,0
4822,0,0,3,12,18,13,26,18,33,27,20,12,23,15,5,5,0,3,3,3,0
4823,7,5,6,6,25,9,15,27,16,23,10,15,23,9,10,3,3,4,4,0,6
4824,12,4,10,8,30,17,22,45,52,46,47,43,95,46,48,38,17,13,9,11,0
4828,0,0,0,0,4,5,3,6,4,3,3,3,3,3,0,0,0,0,0,0,0
4829,0,0,5,3,7,4,13,17,14,15,9,9,11,19,4,3,0,0,0,0,0
4830,0,3,7,10,27,21,22,23,37,34,21,20,22,17,5,6,4,0,0,4,0
4849,6,14,16,23,54,24,52,35,53,44,18,17,24,16,6,4,0,4,0,0,0
4850,52,32,99,145,387,190,405,322,357,328,214,191,341,198,99,68,28,29,21,17,5
4852,29,14,38,33,76,63,117,127,127,99,78,68,104,48,33,24,4,16,14,8,0
4854,23,20,28,54,134,65,173,160,167,169,119,135,172,93,34,32,16,15,4,7,5
4855,8,0,4,10,23,15,33,24,31,25,20,15,27,4,4,0,0,0,0,0,0
4856,4,0,7,15,24,11,20,26,20,5,19,14,18,11,10,3,0,0,0,4,0
4858,5,7,7,13,42,12,53,35,40,51,44,32,44,30,15,6,0,9,3,5,0
4859,0,0,8,4,23,13,9,17,20,17,11,11,16,11,0,0,0,0,0,0,0
4860,49,38,75,116,288,177,368,331,334,309,210,211,310,139,88,56,28,34,13,14,0
4861,8,4,17,21,51,47,50,45,50,44,24,19,36,21,8,8,0,0,0,0,0
4865,32,19,37,52,152,97,197,185,210,217,187,172,303,186,101,57,32,23,25,12,3
4868,59,42,92,148,342,290,522,517,632,564,464,447,821,465,256,175,77,60,54,29,0
4869,55,26,61,106,237,229,389,377,537,511,438,404,730,430,203,131,49,53,34,12,4
4870,234,120,350,467,1106,830,1170,1214,1514,1338,1150,1054,1956,1297,796,610,260,274,241,172,20
4871,54,37,97,114,266,126,315,242,312,284,193,175,280,132,72,50,20,26,12,22,4
4872,26,23,30,39,113,48,114,109,153,91,64,59,105,44,33,25,15,18,3,9,0
4873,27,20,58,79,179,112,181,175,171,183,130,126,204,83,59,34,23,14,6,11,0
4874,9,3,21,13,40,27,54,53,63,84,79,102,203,142,133,90,42,56,34,33,0
4875,17,19,72,67,97,103,113,150,128,133,96,96,166,84,56,40,15,22,9,13,0
4876,0,7,15,25,31,40,54,60,63,75,38,21,60,24,14,12,4,4,0,6,0
4877,28,7,37,38,86,68,101,97,159,127,83,115,173,85,43,44,16,29,18,31,12
4878,65,25,93,109,275,226,303,342,392,382,315,287,557,278,166,114,62,47,55,24,3
4879,82,41,78,100,260,224,406,400,477,469,442,369,770,460,271,229,96,76,79,66,0
4880,54,25,103,141,366,197,397,329,378,311,231,202,344,226,124,56,24,28,21,11,7
4881,25,16,39,61,108,75,137,114,152,117,101,74,134,82,40,38,8,12,9,4,3
4882,10,14,18,26,82,35,78,90,87,73,51,50,95,60,36,12,15,19,9,8,0
4883,28,29,70,97,273,175,334,214,282,236,170,141,243,136,67,34,27,19,13,11,0
4884,11,9,20,23,50,37,60,65,75,53,25,36,61,30,22,16,10,6,0,9,0
4885,20,9,42,52,143,69,155,122,146,94,71,78,106,60,36,25,10,14,5,0,0
4886,6,8,16,13,33,24,42,26,34,21,14,8,24,8,3,5,0,3,3,0,3
4887,9,3,25,31,92,56,93,65,58,58,32,38,37,18,8,10,0,3,3,8,0
4888,24,28,34,55,131,54,138,107,97,65,35,34,38,26,11,13,9,0,4,0,0
4890,3,0,7,9,22,10,12,14,31,31,23,19,34,18,18,7,6,0,4,0,5
4891,3,3,4,7,13,3,13,12,6,16,7,5,18,12,10,0,4,0,0,0,0
4892,5,11,97,38,115,86,97,114,120,110,75,63,77,51,22,21,8,10,0,5,0
4895,22,14,54,50,136,84,110,99,106,97,62,71,103,44,32,19,3,4,3,3,0
5000,98,27,88,104,117,87,95,133,156,132,127,143,284,133,69,117,38,54,37,47,0
5006,37,19,27,46,73,68,78,114,131,115,114,102,198,94,84,151,47,68,56,85,12
5007,50,25,70,109,195,111,174,163,220,186,148,140,278,185,109,87,28,29,22,20,0
5008,90,29,186,278,485,261,401,352,420,358,299,249,442,295,182,104,46,40,35,22,0
5009,20,18,48,56,151,111,152,136,165,131,111,126,199,118,62,34,15,11,10,3,0
5010,36,11,64,127,167,93,184,164,158,152,103,79,153,99,50,23,4,13,4,5,0
5011,49,31,85,111,258,193,260,278,360,327,275,238,465,308,190,107,34,38,25,15,4
5012,78,54,159,174,324,197,350,305,335,270,237,198,275,151,61,49,10,9,14,6,0
5013,70,34,168,177,384,192,341,303,348,299,226,190,294,161,86,41,20,8,11,3,0
5014,63,37,137,222,473,228,448,366,415,302,276,269,459,286,132,102,31,20,23,15,0
5015,36,22,73,124,175,106,165,169,212,155,124,110,212,132,82,47,7,10,10,3,0
5016,22,22,78,84,220,152,230,231,256,241,183,222,351,242,156,76,48,37,32,24,0
5017,20,13,74,108,180,102,212,158,176,161,81,88,177,83,29,23,7,9,3,9,0
5018,10,18,34,53,127,121,172,127,198,155,122,151,234,133,125,73,35,25,21,11,0
5019,32,22,80,131,300,185,252,222,259,242,224,178,365,245,134,113,54,32,34,28,0
5020,9,7,20,20,67,51,71,80,110,89,92,61,115,107,66,32,28,17,15,9,3
5021,21,20,40,62,167,96,209,188,201,169,134,109,187,127,96,73,37,54,39,29,6
5022,44,33,74,127,293,199,329,285,364,279,275,276,526,385,295,266,153,159,137,88,9
5023,76,39,184,254,638,306,556,484,523,476,357,281,593,349,170,119,35,21,23,9,0
5024,46,35,76,103,295,176,366,340,398,311,271,226,485,337,227,181,95,105,97,59,5
5025,43,26,56,81,236,145,247,210,260,231,163,183,304,247,141,84,49,43,32,13,4
5031,84,34,79,144,308,165,230,259,255,255,230,176,363,263,173,114,49,61,43,13,0
5032,48,29,77,124,303,174,306,252,370,278,244,264,450,301,173,163,72,51,67,37,6
5033,54,22,64,119,246,149,256,210,256,236,197,158,309,143,109,63,28,26,17,0,0
